train_accuracy_step,train_f1score_step,train_labelsmoothingcrossentropy_step,epoch,step,val_accuracy,val_f1score,val_labelsmoothingcrossentropy,train_accuracy_epoch,train_f1score_epoch,train_labelsmoothingcrossentropy_epoch
0.34375,0.20735451579093933,3.2946290969848633,0,49,,,,,,
0.390625,0.2407611906528473,2.802947998046875,0,99,,,,,,
0.484375,0.22251951694488525,2.261287212371826,0,149,,,,,,
0.484375,0.31214773654937744,1.8325304985046387,0,199,,,,,,
0.546875,0.352159708738327,2.0422635078430176,0,249,,,,,,
0.609375,0.38363218307495117,1.924139142036438,0,299,,,,,,
0.59375,0.4052498936653137,1.9950660467147827,0,349,,,,,,
0.640625,0.47857144474983215,1.5507831573486328,0,399,,,,,,
0.71875,0.6150757670402527,1.6789439916610718,0,449,,,,,,
0.609375,0.3725694715976715,1.8265926837921143,0,499,,,,,,
0.625,0.42028772830963135,1.8089659214019775,0,549,,,,,,
0.640625,0.45002302527427673,1.650710105895996,0,599,,,,,,
0.734375,0.5199594497680664,1.4061219692230225,0,649,,,,,,
0.671875,0.5716584920883179,1.3404790163040161,0,699,,,,,,
0.6875,0.4836786985397339,1.564918041229248,0,749,,,,,,
0.65625,0.44706469774246216,1.3449273109436035,0,799,,,,,,
0.71875,0.502434253692627,1.3570808172225952,0,849,,,,,,
0.75,0.5691232085227966,1.1997861862182617,0,899,,,,,,
0.609375,0.3925347328186035,1.7324072122573853,0,949,,,,,,
0.671875,0.5697439908981323,1.5149849653244019,0,999,,,,,,
0.6875,0.5269503593444824,1.4927423000335693,0,1049,,,,,,
0.703125,0.5789988040924072,1.2485988140106201,0,1099,,,,,,
0.703125,0.4734513759613037,1.3943181037902832,0,1149,,,,,,
0.625,0.4703807830810547,1.5309113264083862,0,1199,,,,,,
0.6875,0.5379629731178284,1.2284979820251465,0,1249,,,,,,
0.65625,0.5237036943435669,1.5512996912002563,0,1299,,,,,,
0.828125,0.7275193929672241,0.9773390889167786,0,1349,,,,,,
0.765625,0.614044189453125,1.281557559967041,0,1399,,,,,,
0.875,0.7056909799575806,0.8545899391174316,0,1449,,,,,,
0.671875,0.522569477558136,1.5154588222503662,0,1499,,,,,,
