train_accuracy_step,train_f1score_step,train_labelsmoothingcrossentropy_step,epoch,step,val_accuracy,val_f1score,val_labelsmoothingcrossentropy,train_accuracy_epoch,train_f1score_epoch,train_labelsmoothingcrossentropy_epoch
0.171875,0.052910059690475464,3.5810885429382324,0,49,,,,,,
0.34375,0.2092970460653305,3.292980194091797,0,99,,,,,,
0.328125,0.14451810717582703,3.155031681060791,0,149,,,,,,
0.328125,0.2101256400346756,2.979735851287842,0,199,,,,,,
0.328125,0.18082869052886963,2.7998156547546387,0,249,,,,,,
0.5,0.29714715480804443,2.4752261638641357,0,299,,,,,,
0.296875,0.15039357542991638,2.989320755004883,0,349,,,,,,
0.484375,0.28433194756507874,2.342621088027954,0,399,,,,,,
0.40625,0.22402597963809967,2.673107385635376,0,449,,,,,,
0.4375,0.2956433594226837,2.7267589569091797,0,499,,,,,,
0.421875,0.26768165826797485,2.609074831008911,0,549,,,,,,
0.46875,0.3146558403968811,2.2224197387695312,0,599,,,,,,
0.546875,0.3619415760040283,2.054928779602051,0,649,,,,,,
0.484375,0.29111918807029724,2.3732571601867676,0,699,,,,,,
0.515625,0.40132954716682434,2.2156972885131836,0,749,,,,,,
0.359375,0.1916196346282959,2.6700148582458496,0,799,,,,,,
0.4375,0.28730159997940063,2.287541389465332,0,849,,,,,,
0.53125,0.39299723505973816,2.3874144554138184,0,899,,,,,,
0.484375,0.2868717312812805,2.533745288848877,0,949,,,,,,
0.484375,0.3317151367664337,2.3074426651000977,0,999,,,,,,
0.640625,0.5023412704467773,1.853395700454712,0,1049,,,,,,
0.5,0.35450708866119385,2.360283136367798,0,1099,,,,,,
0.4375,0.26938778162002563,2.5885655879974365,0,1149,,,,,,
0.578125,0.4482142925262451,1.8255645036697388,0,1199,,,,,,
0.5,0.3611111044883728,2.3767471313476562,0,1249,,,,,,
0.46875,0.3456583023071289,2.3961243629455566,0,1299,,,,,,
0.484375,0.29789382219314575,2.3080644607543945,0,1349,,,,,,
0.625,0.5249999761581421,1.9441121816635132,0,1399,,,,,,
0.484375,0.36858081817626953,2.191936492919922,0,1449,,,,,,
0.5,0.32367828488349915,2.271555185317993,0,1499,,,,,,
0.5,0.34594786167144775,2.101388692855835,0,1549,,,,,,
0.703125,0.5681617259979248,1.6348278522491455,0,1599,,,,,,
0.5,0.39273184537887573,1.7774534225463867,0,1649,,,,,,
,,,0,1694,0.5411218404769897,0.3261849880218506,2.057509422302246,,,
,,,0,1694,,,,0.45582595467567444,0.24296005070209503,2.466966152191162
0.625,0.41799673438072205,1.7405688762664795,1,1699,,,,,,
0.421875,0.27517637610435486,2.594939947128296,1,1749,,,,,,
0.65625,0.4486472010612488,1.6899336576461792,1,1799,,,,,,
0.671875,0.5131257772445679,1.68858003616333,1,1849,,,,,,
0.640625,0.4863351583480835,1.5827360153198242,1,1899,,,,,,
0.53125,0.3417460322380066,2.0662779808044434,1,1949,,,,,,
0.59375,0.42268720269203186,1.5770149230957031,1,1999,,,,,,
0.453125,0.2480657696723938,2.2356534004211426,1,2049,,,,,,
0.609375,0.45196789503097534,1.8419458866119385,1,2099,,,,,,
0.609375,0.4110063314437866,1.8533446788787842,1,2149,,,,,,
0.609375,0.42124155163764954,1.7975598573684692,1,2199,,,,,,
0.609375,0.40112122893333435,1.655097246170044,1,2249,,,,,,
0.6875,0.43085789680480957,1.6016490459442139,1,2299,,,,,,
0.5625,0.4100775122642517,2.0066370964050293,1,2349,,,,,,
0.546875,0.36633333563804626,2.1882927417755127,1,2399,,,,,,
0.59375,0.42506974935531616,1.8089183568954468,1,2449,,,,,,
0.578125,0.4585724472999573,1.8265292644500732,1,2499,,,,,,
